龙江联通,rtp://239.3.1.133:8016
美国狗狗宠物,https://video.blivenyc.com/broadcast/prod/2061/22/desktop-playlist.m3u8
湖北卫视,http://220.180.229.250:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路158』
超级电视剧,http://[2409:8087:1a0b:df::4017]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
内蒙古卫视,http://58.51.111.46:1111/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://223.159.10.33:8099/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
烟台汽车音乐广播,https://fanmingming.com/fm?id=1583
深圳娱乐,http://14.121.146.11:30001/udp/239.77.1.243:5146
广西卫视,http://27.40.16.70:8114/GD_CUCC/G_GUANGXI-CQ.m3u8?Provider_id=&Pcontent_id=&FvSeid=ace
岭南戏曲,http://ddns.cyruslee.top:8888/udp/239.77.0.16:5146$LR•IPV4『线路1』
「虎牙」使命召唤手游,http://live.iill.top/huya.php?id=11718629
都江堰壹壹玖玖,http://gcalic.v.myalicdn.com/gc/xiongmao14_1/index.m3u8
CCTV7,http://219.159.194.57:8181/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路49』
霍山综合,http://ahhs.chinashadt.com:1936/live/stream:hs1.stream/playlist.m3u8
CCTV1,http://113.93.49.146:2000/udp/239.77.1.17:5146
明珠台,http://198.16.100.90:8278/pearl_twn/playlist.m3u8?tid=MC6C7041327570413275&ct=19226&tsum=681972baf66d69caf7cccc92a90e5aad
四川卫视,http://42.48.17.188:9901/tsfile/live/37228_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路145』
CCTV10,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV10HD/index.m3u8?gMac=unknown&livodToken=fabd3816e5335ddba8d1d88c9536a13c2675337479957dee07e669564a88f4e7_1720504638_604800&fromCDN=ws$LR•IPV4『线路147』
辽宁卫视,http://alvin.ergotron.net:8000/udp/239.77.1.103:5146$LR•IPV4『线路98』
来宾电台,https://fanmingming.com/fm?id=1081
CCTV+,http://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/chunklist_w744036192_b1000000.m3u8
东南卫视,http://123.138.216.44:9902/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
车载DJ视频8,https://vd3.bdstatic.com/mda-mma2eqqhiz6s3rg3/480p/h264/1639187329216305069/mda-mma2eqqhiz6s3rg3.mp4
CCTV1,http://171.120.109.161:8085/rtp/226.0.2.153:9136$LR•IPV4『线路38』
CCTV10,http://171.121.148.213:8100/rtp/226.0.2.162:9208$LR•IPV4『线路31』
江苏城市,http://20240504.shunyue1809.com:6321/udp/239.49.8.107:8000
大江大河2,http://43.138.170.29:35455/yy/1382736797
东南卫视,http://202.102.201.244:40022/rtp/238.1.78.22:6104$LR•IPV4『线路110』
河南卫视,http://221.4.143.69:8114/GD.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKpdyyWmwPpo0%2BOlJpyKTryJEbtG%2Bests7yU1uk2fPQyg&p=GITV&area=GD_CUCC&partnerCode=GD_CUCC&token=0C760427464F16BC52147D30B20FE4AFCF076375187B56B35E8BDB02A2F6902DE9292062EA71D873A44BBEEB2412BDB1EC6FB05780A8EA269429663960F75A0E38AD629F8C7EE56B792DC687DBB007AA5A7E6BA759697151C58F0015A49D684681688F54CF181FEA9885C669F98E6157C28D65F01F79AD703ABEC36AB5501CEAAAA270038E8B9D34B33962FE84B6D2A996DBE32DF2BA88F913DE2ED98DD12A30&version=0.0.0.0&apkVersion=4.2.33&mac=fc:57:03:56:49:16&multicast=0&platform=LIVE&gAreaId=CHN&gAppChannel=DEFAULT&gSoftTermId=TERMINAL&gManufacturer=Hisense&gModel=IP108H&gMac=fc:57:03:56:49:16&gStbId=00000444000710800001FC5703564916&gOsType=android&gOsVersion=4.4.2&gApiLevel=19&gAppVersionCode=4233&gAppVersionName=4.2.33&gDowngrade=EMERGENCY&gProductLineCode=LIVOD&gRomVersion=3.17.2.4602&gTimestamp=1715182227040&gRequests=1&gThirdPartyCDN=0&gGroupCode=&gUserId=002040101532912&isIty=1&gCityCode=DEFAULT&verType=0&Fsv_Tgid=517e5b2758477c9d&FvSeid=77fd5578ee6a4d8f&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=9841&Fsv_chan_hls_se_idx=44&Fsv_TBt=8467296&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=GD_CUCC&Pcontent_id=G_HENAN-CQ&Fsv_CMSID=GD_CUCC$LR•IPV4『线路59』
渭南-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226376/1.m3u8
绚影4K,http://171.217.146.243:4022/udp/239.93.42.33:5140
江苏卫视,http://123.132.233.194:352/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路192』
阳信新闻综合,http://39.134.144.6:8089/PLTV/88888888/224/3221226085/index.m3u8
内蒙古卫视,http://219.159.194.57:8181/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路14』
DJ情歌《爱情迷了路》,https://vd4.bdstatic.com/mda-mdbrb7fns70avrmt/1080p/cae_h264/1618222287/mda-mdbrb7fns70avrmt.mp4
新闻综合,http://61.170.164.195:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
大湾区卫视,http://219.128.40.245:4022/udp/239.77.0.9:5146
高清电影,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380764b172c9/index.m3u8?m3u8_level=2
BesTV_6,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000029/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000029&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
CCTV6,http://222.218.158.202:8181/tsfile/live/0006_1.m3u8$LR•IPV4『线路114』
天津卫视,http://113.206.157.95:8001/udp/225.0.4.82:7980$LR•IPV4『线路55』
CCTV1,http://14.121.146.11:30001/udp/239.77.0.129:5146$LR•IPV4『线路132』
棋逢对手,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/3d515f3011c64797ae15bf36c639cb49/1200.m3u8
农林卫视,http://123.189.36.4:9901/tsfile/live/1067_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://14.121.146.11:554/udp/239.77.1.92:5146$LR•IPV4『线路135』
山东农科,http://39.134.144.6:8089/PLTV/88888888/224/3221226018/index.m3u8
广东新闻,http://113.101.119.52:808/hls/106/index.m3u8
动作电影,http://123.189.36.39:9901/tsfile/live/1101_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225957/10000100000000060000000000913519_0.smil$LR•IPV4『线路209』
1994年,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxMjNfMF8z_b_B3dde97f36273f04403d4dc5eec611a35.mp4
内蒙古卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225846/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$LR•IPV6『线路7』
CCTV9,http://171.121.148.224:8100/rtp/226.0.2.161:9200$LR•IPV4『线路34』
内蒙古卫视,
腾冲综合,http://live.ynurl.com/video/s10012-TCTV/index.m3u8?zyund
茶,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638729d8aca53/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSBx06ZL9Bo6JOM%2BSTjxZRIdUCZxTtaM%2Bza0L7mJjkPMmnEhAf%2Bi68sKjzRCbPoTU0E%2B6Pia2CkRtxgPs8Tmw7I
CCTV14,http://27.10.76.220:8003/udp/225.0.4.128:7980$LR•IPV4『线路96』
CCTV11,http://119.129.205.172:4000/udp/239.77.1.238:5146
深圳电视剧,http://113.93.49.88:2000/udp/239.77.1.177:5146
重庆卫视,http://60.167.17.150:2000/rtp/238.1.78.31:6176$LR•IPV4『线路43』
奇特动物的奇特遭遇(下),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/0ebab68eda084509b18c27982ecfb660/1200.m3u8
广西卫视,http://140.224.147.123:9999/rtp/239.61.2.48:8282$LR•IPV4『线路92』
东方购物2,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001039/index.m3u8
广东影视,http://14.121.146.11:30001/udp/239.77.0.217:5146$LR•IPV4『线路4』
开封音乐广播,https://fanmingming.com/fm?id=1776
大爱二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
Fuji TV,https://fujitv4.mov3.co/hls/fujitv.m3u8
杭州交通广播,https://fanmingming.com/fm?id=924
老年之声,https://fanmingming.com/fm?id=649
三立新闻,P2p://generationnexxxt.com:19806/9388262af2604cc798800736d070d39e$LR•IPV4『线路2』
CCTV14,http://[2409:8087:74d9:21::6]/270000001128/9900000511/index.m3u8
凤凰资讯,http://yujukoo.gicp.net:8888/udp/239.93.0.118:2191$LR•IPV4『线路15』
CCTV9,https://epg.pw/stream/6e15c93f3f9b1acaf6783b0b1a81b84b81181db27b7541281cbeff4d45aa96f5.m3u8
黑龙江卫视,http://58.42.184.110:8888/rtp/238.255.2.96:5999$LR•IPV4『线路68』
辽宁卫视,http://60.12.183.46:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路149』
靖江交通广播,https://fanmingming.com/fm?id=432
广东卫视,http://171.122.158.193:8085/rtp/226.0.2.146:9080$LR•IPV4『线路67』
海南卫视,http://dms.yryyj.site:8188/udp/239.76.246.203:1234$LR•IPV4『线路79』
安徽卫视,http://58.248.112.205:8006/GD_CUCC/G_ANHUI-CQ.m3u8?Authinfo=3iRp8RZG1d3hGsaPmj%2FtHfKoKW8pLH0L%2FBk2FrKutcNTsBzPp9x%2Bi0NFonroQm9c
河北卫视,http://183.185.172.208:8085/rtp/226.0.2.178:9336$LR•IPV4『线路115』
长春交通之声,https://fanmingming.com/fm?id=832
南方卫视,http://171.108.239.79:8181/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路11』
1988年,https://txmov2.a.kwimgs.com/bs3/video-hls/5216575810935394655_hlsb.m3u8
河北卫视,http://fangke.blueswords.com:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路171』
许昌新闻广播,https://fanmingming.com/fm?id=1165
靖宇综合,http://stream8.jlntv.cn/jytv/sd/live.m3u8?zjild
CCTV1,http://ygbh.live/migu.php?id=cctv1$LR•IPV4『线路77』
吉林卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8$LR•IPV6『线路3』
CCTV14,http://27.11.53.41:8004/udp/225.0.4.128:7980$LR•IPV4『线路38』
CCTV6,http://118.249.23.89:9999/udp/239.76.246.156:1234$LR•IPV4『线路89』
广东卫视,http://218.89.240.144:59901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路192』
安徽卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3
西藏卫视,http://58.248.112.205:8006/GD_CUCC/G_XIZANG.m3u8?Authinfo=rXkmbbZhLH3Xhx6sgXqqNbR%2FPUGXStastzd6V9maCJ%2FsIPvLhFJ9x8LZQ1Zuycim07-08-2024
CCTV3,http://171.8.75.67:8011/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路50』
iPanda基地成年园①,http://gcalic.v.myalicdn.com/gc/xiongmao01_1/index.m3u8
景县电视一套 [Not 24/7],http://hbjx.chinashadt.com:1935/live/jx1.stream/playlist.m3u8
CCTV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010144/index.m3u8$LR•IPV6『线路14』
爱尔达体育,http://198.16.100.90:8278/eltasport2_twn/playlist.m3u8?tid=MCDC5093685750936857&ct=19225&tsum=592e009b281ea2abc43b21768cb1bec0
非凡虎女王(上),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/2e657776c024445b83a0554d71773c0b/1200.m3u8
勇挑重担的矮獴(下),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/d9ffce5e83824939ab9bb66502778bd9/1200.m3u8
通化综合广播,https://fanmingming.com/fm?id=1996
CCTV11,http://123.163.55.234:9901/tsfile/live/0011_1.m3u8?key=txiptv$LR•IPV4『线路121』
丹东新闻综合,http://pili-live-hdl.zhdd.tianma3600.com/zhddgbds/dspd1.m3u8?zliaond
东方卫视,http://nas.hssvm.com:8888/udp/225.1.2.31:5002$LR•IPV4『线路154』
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8$LR•IPV4『线路43』
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w614428743.m3u8
雪中悍刀行,https://live.metshop.top/yy/1382660835
音乐速递「音乐」,http://live.iill.top/huya.php?id=19439762
金鹰卡通,http://183.185.172.208:8082/rtp/226.0.2.172:9288$LR•IPV4『线路23』
吉林生活,http://stream1.jlntv.cn/shpd/sd/live.m3u8?zjild
安徽卫视,http://1b6467f415.iok.la:9931/tsfile/live/1062_1.m3u8$LR•IPV4『线路110』
CCTV7,http://118.122.2.29:9999/hls/7/index.m3u8$LR•IPV4『线路150』
沂源新闻,http://39.134.144.6:8089/PLTV/88888888/224/3221225916/index.m3u8
CCTV13,http://61.136.67.238:50085/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路117』
重庆卫视,http://120.87.97.246:8114/GD.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKi5XA1hsd3RREgysPiqqJeQsy8aM7T7T6yS2xeSLQCNX&p=GITV&area=GD_CUCC&partnerCode=GD_CUCC&token=0C760427464F16BC52147D30B20FE4AFCF076375187B56B35E8BDB02A2F6902DE9292062EA71D873A44BBEEB2412BDB1EC6FB05780A8EA269429663960F75A0E38AD629F8C7EE56B792DC687DBB007AA5A7E6BA759697151C58F0015A49D684681688F54CF181FEA9885C669F98E6157C28D65F01F79AD703ABEC36AB5501CEAAAA270038E8B9D34B33962FE84B6D2A996DBE32DF2BA88F913DE2ED98DD12A30&version=0.0.0.0&apkVersion=4.2.33&mac=fc:57:03:56:49:16&multicast=0&platform=LIVE&gAreaId=CHN&gAppChannel=DEFAULT&gSoftTermId=TERMINAL&gManufacturer=Hisense&gModel=IP108H&gMac=fc:57:03:56:49:16&gStbId=00000444000710800001FC5703564916&gOsType=android&gOsVersion=4.4.2&gApiLevel=19&gAppVersionCode=4233&gAppVersionName=4.2.33&gDowngrade=EMERGENCY&gProductLineCode=LIVOD&gRomVersion=3.17.2.4602&gTimestamp=1715183188119&gRequests=1&gThirdPartyCDN=0&gGroupCode=&gUserId=002040101532912&isIty=1&gCityCode=DEFAULT&verType=0&Fsv_Tgid=517e62a9bf6c0a15&FvSeid=77fd5578ee79524c&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=4259&Fsv_chan_hls_se_idx=41&Fsv_TBt=8466936&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=GD_CUCC&Pcontent_id=G_CHONGQING-CQ&Fsv_CMSID=GD_CUCC07-05-2024
神雕侠侣,https://live.metshop.top/huya/23865171
CCTV14,http://116.136.170.12/mgsp-tx.live.miguvideo.com/wd_r2/2018/ocn/cctv14hd/2000/01.m3u8?msisdn=&Channel_ID=&ContentId=&HlsSubType=&HlsProfileId=&encrypt=
CCTV14,http://218.89.240.144:59901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路135』
CCTV3,http://182.138.161.192:8889/udp/239.93.1.11:2223$LR•IPV4『线路80』
嘉佳卡通,http://113.93.49.146:2000/udp/239.77.0.179:5146
CCTV14,http://222.241.154.37:9901/tsfile/live/23014_1.m3u8?key=txiptv$LR•IPV4『线路123』
基地幼儿园②,http://gcalic.v.myalicdn.com/gc/xiongmao06_1/index.m3u8
八大戏剧台,http://198.16.100.90:8278/badadrama/playlist.m3u8?tid=m6e4372d7fc8217605152&ct=17874&tsum=d9af89e299560350336e22c1418e6b54
浙江女主播电台,https://fanmingming.com/fm?id=465
点燃一根烟,https://vd2.bdstatic.com:443/mda-mdapwdafpsiy63zu/1080p/h264_cae/1620614712517070219/mda-mdapwdafpsiy63zu.mp4
纬来体育,http://dtv21.org:8080/play/live.php?mac=00:1A:79:00:21:D9&extension=ts&stream=482615
吉林卫视,http://121.24.99.191:8090/hls/37/index.m3u8$LR•IPV4『线路127』
山东卫视,http://119.122.214.182:4022/udp/239.77.1.142:5146
CCTV8,http://14.19.198.125:9876/udp/239.77.0.181:5146$LR•IPV4『线路83』
中国天气,http://hls.weathertv.cn/tslslive/qCFIfHB/hls/live_sd.m3u8
CCTV6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8?$LR•IPV6『线路8』
CCTV14,http://223.72.19.116:4022/rtp/239.3.1.65:8132$LR•IPV4『线路72』
张家港综合广播,https://fanmingming.com/fm?id=2257
东方卫视,http://14.212.185.27:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://36.40.236.55:9999/tsfile/live/0131_2.m3u8?key=txiptv&playlive=0&authid=0
农林卫视,http://123.189.36.39:9901/tsfile/live/1067_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://14.121.146.11:30001/udp/239.77.0.93:5146$LR•IPV4『线路144』
辽宁卫视,http://171.105.177.227:4022/udp/239.81.0.210:4056$LR•IPV4『线路158』
临沂农科,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000121/index.m3u8
四川卫视,http://14.121.146.11:554/udp/239.77.0.159:5146$LR•IPV4『线路100』
银川新闻综合广播,https://fanmingming.com/fm?id=1151
MlockParty,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS03/master.m3u8
中国交通,http://ott.js.chinamobile.com/PLTV/3/224/3221227027/index.m3u8
云南卫视,http://116.117.106.4:8096/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路97』
广州竞赛,http://ictv.91tv.top:9901/tsfile/live/1018_1.m3u8
大内密探零零发,https://free-adsmind.ugdtimg.com/0bc3suaboaaacead3r7cqbrvbfodc6kqafya.f10004.mp4
内蒙古草原之声广播,https://fanmingming.com/fm?id=1405
随州新闻台,https://fanmingming.com/fm?id=1529
埋堆堆_23,http://live.iill.top/huya.php?id=23734246
BBC Earth,mitv://generationnexxxt.com:19806/49261fefe28441bea7b775cc44fa16b5
CCTV5,http://222.241.154.37:9901/tsfile/live/23005_1.m3u8?key=txiptv&playlive=1&authid=0
许昌交通广播,https://fanmingming.com/fm?id=1239
云南卫视,http://jxcbn.ws-cdn.gitv.tv/hls/YUNNHD/index.m3u8?gMac=unknown&livodToken=bd74183e409c86a54debf6f2452fcadd940a4b90a2e1f981832970d2f916a945_1720509300_604800&fromCDN=ws
山东卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8?$LR•IPV6『线路37』
湖南卫视,http://171.116.223.129:8085/rtp/226.0.2.143:9056$LR•IPV4『线路151』
豹妈当家(上),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/984cda8d35d544658fbd96b417bdea1f/1200.m3u8
河南卫视,http://mail.petzhu.top:7000/rtp/239.254.201.16:7174$LR•IPV4『线路72』
CCTV10,http://58.48.37.158:1111/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路56』
广东卫视,http://14.121.146.11:30001/udp/239.77.0.2:5146
北京卫视,http://39.134.66.66/PLTV/88888888/224/3221225678/index.m3u8$LR•IPV4『线路100』
安徽音乐广播,https://fanmingming.com/fm?id=601
僵尸先生,https://vip.ffzy-play7.com/20230507/24165_799a7b4a/index.m3u8
CCTV7,http://116.136.170.12/mgsp-tx.live.miguvideo.com/migu/kailu/20200324/cctv7hd/57/01.m3u8?msisdn=&Channel_ID=&ContentId=&HlsSubType=&HlsProfileId=&encrypt=07-04-2024
莒南综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001011/index.m3u8
新狮王诞生记,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/5e156f1734234e17ab0f6f87f2e7491b/1200.m3u8
重庆卫视,http://58.53.152.234:9901/tsfile/live/faacts/0142_1.m3u8?key=txiptv&playlive=1&authid=0
醉拳2,https://vip.ffzy-play6.com/20221129/9308_1fceb255/index.m3u8
海南卫视,http://117.175.185.226:4088/rtp/239.11.0.193:5140$LR•IPV4『线路82』
CCTV13,http://113.206.157.95:8001/udp/225.0.4.219:7980$LR•IPV4『线路33』
「B站」无畏契约,http://live.iill.top/bilibili.php?id=22908869
陕西四套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226360/1.m3u8
东方卫视,http://27.10.72.127:8003/udp/225.0.4.80:7980$LR•IPV4『线路138』
CCTV12,http://60.27.20.217:4022/rtp/225.1.1.142:5002$LR•IPV4『线路72』
湖南电视剧,http://222.241.154.37:9901/tsfile/live/23026_1.m3u8
CCTV5,http://124.128.73.58:9901/tsfile/live/0005_1.m3u8?key=txiptv$LR•IPV4『线路110』
CCTV5+,http://14.121.146.11:554/udp/239.77.1.31:5146
SiTV魅力足球 [Not 24/7],http://112.25.48.68/live/program/live/mlyyhd/4000000/mnf.m3u8
CCTV2,http://111.225.113.109:808/tsfile/live/0002_1.m3u8$LR•IPV4『线路87』
私人影院,http://171.108.239.79:8181/tsfile/live/1014_1.m3u8
半·新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
宁夏卫视,http://36.249.151.138:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路23』
Love_Nrture_4K「自然」,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
CCTV4,http://171.116.223.129:8085/rtp/226.0.2.156:9160$LR•IPV4『线路138』
CCTV9,https://epg.pw/stream/3c6125aad8eab2287c7cb76da027f3e9673949eec3709dc9f3fd0e3ae9ab4548.m3u8
虎妈妈爱(下),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/9b07324b869c457e80531b72e979ee1a/1200.m3u8
CCTV1,http://171.108.239.80:8181/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路59』
童话般的雨林(下),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/8e99e3c9f38340a98fb79b36ab1c863f/1200.m3u8
重庆卫视,http://183.149.166.124:9999/udp/233.50.200.114:5140
S-Asia,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
LSTIME电影台,http://171.108.239.79:8181/tsfile/live/1011_1.m3u8
深圳卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$LR•IPV6『线路11』
黑龙江卫视,http://222.241.154.37:9901/tsfile/live/23045_1.m3u8?key=tvbox6_com&playlive=1&authid=0$LR•IPV4『线路98』
CCTV1,http://[2409:8087:74d9:21::6]/270000001322/69900158041111100000002133/index.m3u8
高青综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001023/index.m3u8
江西都市广播,https://fanmingming.com/fm?id=510
东森美洲卫视,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
东方卫视,http://116.116.119.83:9999/udp/239.125.2.82:4120$LR•IPV4『线路128』
翡翠台,http://113.83.152.64:1936/bysid/1.m3u8
CCTV9,http://171.108.239.99:8181/tsfile/live/1035_1.m3u8?key=txiptv$LR•IPV4『线路157』
河南卫视,http://121.24.99.191:8090/hls/34/index.m3u8$LR•IPV4『线路121』
涟水电视台综合频道,http://lianshui-tv-hls.cm.jstv.com/lianshui-tv/lsxw.m3u8
赤峰经济服务频道,http://stream.cfrtv.cn/cfjj/sd/live.m3u8?_upt=458f0d0a1720526544
海南卫视,http://58.57.21.166:9901/tsfile/live/1000_1.m3u8$LR•IPV4『线路55』
CCTV1,http://171.108.239.98:8181/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路58』
浙江卫视,http://123.6.102.32:11789/850.php?id=zhejianghd.m3u8$LR•IPV4『线路102』
CCTV14,http://223.112.219.174:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路52』
东南卫视,http://117.27.190.42:9998/tsfile/live/23281_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路74』
CCTV11,http://123.138.216.44:9902/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路47』
河南卫视,http://124.230.56.20:55555/udp/239.76.246.202:1234$LR•IPV4『线路127』
山东卫视,http://58.53.152.234:9901/tsfile/live/faacts/0131_2.m3u8?key=txiptv&playlive=1&authid=0
冷门港片大全,https://www.goodiptv.club/huya/23903196$LR•IPV4『线路1』
唐山经济生活广播,https://fanmingming.com/fm?id=2135
三沙卫视,http://58.248.112.205:8006/GD_CUCC/G_SANSHA-HQ.m3u8?Authinfo=3iRp8RZG1d3hGsaPmj%2FtHVaHhm7EfB24tSDTA%2B4ZUJz1BWtWU81eWqPvN0PhI2pD
CCTV4,http://27.10.76.220:8002/udp/225.0.4.176:7980$LR•IPV4『线路126』
遂平一套新闻综合频道,http://live.dxhmt.cn:9081/tv/11728-1.m3u8
北京卫视,http://58.19.38.162:9901/tsfile/live/1017_1.m3u8?key=tvbox6_com&playlive=1&authid=0$LR•IPV4『线路88』
辽宁卫视,http://111.225.113.214:808/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路188』
夏津综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001069/index.m3u8
上海交通广播,https://fanmingming.com/fm?id=1312
CCTV11,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000497/index.m3u8?IAS$LR•IPV6『线路14』
TW台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
CETV-4,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001308/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
海南卫视,p3p://108.181.32.169:12434/64260fc10002a54fee070c525d0d5e83$LR•IPV4『线路96』
速度与生存1,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/1cc83ec8b9b44794b63e1a249b9fb2fb/1200.m3u8
安多卫视,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8$LR•IPV6『线路1』
SCTV4,http://171.217.146.243:4022/udp/239.93.0.47:5140
烟台综合广播,https://fanmingming.com/fm?id=1376
广东卫视,http://61.141.202.118:9901/tsfile/live/0125_2.m3u8$LR•IPV4『线路190』
情满大草原2,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/8200031edc9f434583d9b3f738ac4448/1200.m3u8
CCTV8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?$LR•IPV4『线路114』
